dataset,donor,date,session,trial,partner,recipient,payoff_condition,partner_present,hormone,right.left,response
1,780,04-07-2016,1,10,N,,Altruistic,Partner absent,NA,L,0
1,780,04-07-2016,1,11,N,,Prosocial,Partner absent,NA,L,0
1,780,04-07-2016,1,12,N,,Altruistic,Partner absent,NA,L,0
1,780,04-07-2016,1,13,N,,Prosocial,Partner absent,NA,L,0
1,780,04-07-2016,1,14,N,,Prosocial,Partner absent,NA,L,0
1,780,04-07-2016,1,15,N,,Altruistic,Partner absent,NA,L,0
1,780,04-07-2016,1,16,N,,Altruistic,Partner absent,NA,L,0
1,780,04-08-2016,2,1,L,410,Pre-test,Partner present,NA,L,1
1,780,04-08-2016,2,2,L,410,Pre-test,Partner present,NA,L,1
1,780,04-08-2016,2,3,L,410,Pre-test,Partner present,NA,L,0
1,780,04-08-2016,2,4,L,410,Pre-test,Partner present,NA,R,1
1,780,04-08-2016,2,5,L,410,Side bias,Partner present,NA,R,1
1,780,04-08-2016,2,6,L,410,Side bias,Partner present,NA,L,0
1,780,04-08-2016,2,7,L,410,Side bias,Partner present,NA,L,0
1,780,04-08-2016,2,8,L,410,Side bias,Partner present,NA,L,0
1,780,04-08-2016,2,9,L,410,Prosocial,Partner present,NA,L,1
1,780,04-08-2016,2,10,L,410,Altruistic,Partner present,NA,L,1
1,780,04-08-2016,2,11,L,410,Altruistic,Partner present,NA,L,1
1,780,04-08-2016,2,12,L,410,Prosocial,Partner present,NA,R,0
1,780,04-08-2016,2,13,L,410,Altruistic,Partner present,NA,L,1
1,780,04-08-2016,2,14,L,410,Prosocial,Partner present,NA,L,1
1,780,04-08-2016,2,15,L,410,Altruistic,Partner present,NA,L,1
1,780,04-08-2016,2,16,L,410,Prosocial,Partner present,NA,L,1
1,780,04-14-2016,3,1,L,779,Pre-test,Partner present,NA,L,1
1,780,04-14-2016,3,2,L,779,Pre-test,Partner present,NA,L,1
1,780,04-14-2016,3,3,L,779,Pre-test,Partner present,NA,R,1
1,780,04-14-2016,3,4,L,779,Pre-test,Partner present,NA,L,0
1,780,04-14-2016,3,5,L,779,Side bias,Partner present,NA,L,0
1,780,04-14-2016,3,6,L,779,Side bias,Partner present,NA,R,1
1,780,04-14-2016,3,7,L,779,Side bias,Partner present,NA,L,0
1,780,04-14-2016,3,8,L,779,Side bias,Partner present,NA,R,1
1,780,04-14-2016,3,9,L,779,Prosocial,Partner present,NA,L,1
1,780,04-14-2016,3,10,L,779,Altruistic,Partner present,NA,L,1
1,780,04-14-2016,3,11,L,779,Prosocial,Partner present,NA,L,1
1,780,04-14-2016,3,12,L,779,Altruistic,Partner present,NA,L,1
1,780,04-14-2016,3,13,L,779,Prosocial,Partner present,NA,L,1
1,780,04-14-2016,3,14,L,779,Prosocial,Partner present,NA,L,1
1,780,04-14-2016,3,15,L,779,Altruistic,Partner present,NA,R,0
1,780,04-14-2016,3,16,L,779,Altruistic,Partner present,NA,L,1
1,780,04-18-2016,4,1,N,,Pre-test,Partner absent,NA,L,1
1,780,04-18-2016,4,2,N,,Pre-test,Partner absent,NA,L,1
1,780,04-18-2016,4,3,N,,Pre-test,Partner absent,NA,L,0
1,780,04-18-2016,4,4,N,,Pre-test,Partner absent,NA,R,1
1,780,04-18-2016,4,5,N,,Side bias,Partner absent,NA,L,0
1,780,04-18-2016,4,6,N,,Side bias,Partner absent,NA,L,0
1,780,04-18-2016,4,7,N,,Side bias,Partner absent,NA,L,0
1,780,04-18-2016,4,8,N,,Side bias,Partner absent,NA,L,0
1,780,04-18-2016,4,9,N,,Prosocial,Partner absent,NA,L,0
1,780,04-18-2016,4,10,N,,Altruistic,Partner absent,NA,L,0
1,780,04-18-2016,4,11,N,,Prosocial,Partner absent,NA,L,0
1,780,04-18-2016,4,12,N,,Altruistic,Partner absent,NA,R,1
1,780,04-18-2016,4,13,N,,Prosocial,Partner absent,NA,L,0
1,780,04-18-2016,4,14,N,,Prosocial,Partner absent,NA,L,0
1,780,04-18-2016,4,15,N,,Altruistic,Partner absent,NA,L,0
1,780,04-18-2016,4,16,N,,Altruistic,Partner absent,NA,L,0
1,780,04-26-2016,5,1,R,795,Pre-test,Partner present,NA,L,1
1,780,04-26-2016,5,2,R,795,Pre-test,Partner present,NA,L,1
1,780,04-26-2016,5,3,R,795,Pre-test,Partner present,NA,R,1
1,780,04-26-2016,5,4,R,795,Pre-test,Partner present,NA,R,1
1,780,04-26-2016,5,5,R,795,Side bias,Partner present,NA,R,1
1,780,04-26-2016,5,6,R,795,Side bias,Partner present,NA,L,0
1,780,04-26-2016,5,7,R,795,Side bias,Partner present,NA,L,0
1,780,04-26-2016,5,8,R,795,Side bias,Partner present,NA,R,1
1,780,04-26-2016,5,9,R,795,Prosocial,Partner present,NA,L,0
1,780,04-26-2016,5,10,R,795,Altruistic,Partner present,NA,R,1
1,780,04-26-2016,5,11,R,795,Prosocial,Partner present,NA,L,0
1,780,04-26-2016,5,12,R,795,Altruistic,Partner present,NA,L,0
1,780,04-26-2016,5,13,R,795,Prosocial,Partner present,NA,L,0
1,780,04-26-2016,5,14,R,795,Prosocial,Partner present,NA,L,0
1,780,04-26-2016,5,15,R,795,Altruistic,Partner present,NA,R,1
1,780,04-26-2016,5,16,R,795,Altruistic,Partner present,NA,R,1
1,780,04-27-2016,6,1,N,,Pre-test,Partner absent,NA,L,1
1,780,04-27-2016,6,2,N,,Pre-test,Partner absent,NA,L,1
1,780,04-27-2016,6,3,N,,Pre-test,Partner absent,NA,R,1
1,780,04-27-2016,6,4,N,,Pre-test,Partner absent,NA,R,1
1,780,04-27-2016,6,5,N,,Side bias,Partner absent,NA,R,1
1,780,04-27-2016,6,6,N,,Side bias,Partner absent,NA,R,1
1,780,04-27-2016,6,7,N,,Side bias,Partner absent,NA,R,1
1,780,04-27-2016,6,8,N,,Side bias,Partner absent,NA,R,1
1,780,04-27-2016,6,9,N,,Prosocial,Partner absent,NA,R,1
1,780,04-27-2016,6,10,N,,Altruistic,Partner absent,NA,R,1
1,780,04-27-2016,6,11,N,,Prosocial,Partner absent,NA,R,1
1,780,04-27-2016,6,12,N,,Altruistic,Partner absent,NA,R,1
1,780,04-27-2016,6,13,N,,Prosocial,Partner absent,NA,L,0
1,780,04-27-2016,6,14,N,,Prosocial,Partner absent,NA,L,0
1,780,04-27-2016,6,15,N,,Altruistic,Partner absent,NA,L,0
1,780,04-27-2016,6,16,N,,Altruistic,Partner absent,NA,R,1
1,780,05-04-2016,7,1,R,410,Pre-test,Partner present,NA,R,1
1,780,05-04-2016,7,2,R,410,Pre-test,Partner present,NA,L,1
1,780,05-04-2016,7,3,R,410,Pre-test,Partner present,NA,R,1
1,780,05-04-2016,7,4,R,410,Pre-test,Partner present,NA,L,1
1,780,05-04-2016,7,5,R,410,Side bias,Partner present,NA,L,0
1,780,05-04-2016,7,6,R,410,Side bias,Partner present,NA,L,0
1,780,05-04-2016,7,7,R,410,Side bias,Partner present,NA,R,1
1,780,05-04-2016,7,8,R,410,Side bias,Partner present,NA,R,1
1,780,05-04-2016,7,9,R,410,Prosocial,Partner present,NA,L,0
1,780,05-04-2016,7,10,R,410,Altruistic,Partner present,NA,L,0
1,780,05-04-2016,7,11,R,410,Altruistic,Partner present,NA,R,1
1,780,05-04-2016,7,12,R,410,Prosocial,Partner present,NA,R,1
1,780,05-04-2016,7,13,R,410,Altruistic,Partner present,NA,,NA
1,780,05-04-2016,7,14,R,410,Prosocial,Partner present,NA,R,1
1,780,05-04-2016,7,15,R,410,Altruistic,Partner present,NA,R,1
1,780,05-04-2016,7,16,R,410,Prosocial,Partner present,NA,R,1
1,780,05-05-2016,8,1,N,,Pre-test,Partner absent,NA,L,1
1,780,05-05-2016,8,2,N,,Pre-test,Partner absent,NA,R,1
1,780,05-05-2016,8,3,N,,Pre-test,Partner absent,NA,R,1
1,780,05-05-2016,8,4,N,,Pre-test,Partner absent,NA,L,1
1,780,05-05-2016,8,5,N,,Side bias,Partner absent,NA,L,0
1,780,05-05-2016,8,6,N,,Side bias,Partner absent,NA,L,0
1,780,05-05-2016,8,7,N,,Side bias,Partner absent,NA,L,0
1,780,05-05-2016,8,8,N,,Side bias,Partner absent,NA,L,0
1,780,05-05-2016,8,9,N,,Prosocial,Partner absent,NA,L,0
1,780,05-05-2016,8,10,N,,Altruistic,Partner absent,NA,R,1
1,780,05-05-2016,8,11,N,,Prosocial,Partner absent,NA,L,0
1,780,05-05-2016,8,12,N,,Altruistic,Partner absent,NA,R,1
1,780,05-05-2016,8,13,N,,Prosocial,Partner absent,NA,L,0
1,780,05-05-2016,8,14,N,,Prosocial,Partner absent,NA,L,0
1,780,05-05-2016,8,15,N,,Altruistic,Partner absent,NA,,NA
1,780,05-05-2016,8,16,N,,Altruistic,Partner absent,NA,L,0
1,780,05-09-2016,9,1,R,779,Pre-test,Partner present,NA,R,1
1,780,05-09-2016,9,2,R,779,Pre-test,Partner present,NA,R,0
1,780,05-09-2016,9,3,R,779,Pre-test,Partner present,NA,L,1
1,780,05-09-2016,9,4,R,779,Pre-test,Partner present,NA,R,1
1,780,05-09-2016,9,5,R,779,Side bias,Partner present,NA,R,1
1,780,05-09-2016,9,6,R,779,Side bias,Partner present,NA,L,0
1,780,05-09-2016,9,7,R,779,Side bias,Partner present,NA,R,1
1,780,05-09-2016,9,8,R,779,Side bias,Partner present,NA,L,0
1,780,05-09-2016,9,9,R,779,Prosocial,Partner present,NA,L,0
1,780,05-09-2016,9,10,R,779,Altruistic,Partner present,NA,R,1
1,780,05-09-2016,9,11,R,779,Altruistic,Partner present,NA,R,1
1,780,05-09-2016,9,12,R,779,Prosocial,Partner present,NA,R,1
1,780,05-09-2016,9,13,R,779,Altruistic,Partner present,NA,R,1
1,780,05-09-2016,9,14,R,779,Prosocial,Partner present,NA,R,1
1,780,05-09-2016,9,15,R,779,Altruistic,Partner present,NA,R,1
1,780,05-09-2016,9,16,R,779,Prosocial,Partner present,NA,R,1
1,780,05-11-2016,10,1,N,,Pre-test,Partner absent,NA,L,1
1,780,05-11-2016,10,2,N,,Pre-test,Partner absent,NA,R,1
1,780,05-11-2016,10,3,N,,Pre-test,Partner absent,NA,L,1
1,780,05-11-2016,10,4,N,,Pre-test,Partner absent,NA,R,1
1,780,05-11-2016,10,5,N,,Side bias,Partner absent,NA,L,0
1,780,05-11-2016,10,6,N,,Side bias,Partner absent,NA,L,0
1,780,05-11-2016,10,7,N,,Side bias,Partner absent,NA,L,0
1,780,05-11-2016,10,8,N,,Side bias,Partner absent,NA,L,0
1,780,05-11-2016,10,9,N,,Prosocial,Partner absent,NA,L,0
1,780,05-11-2016,10,10,N,,Altruistic,Partner absent,NA,R,1
1,780,05-11-2016,10,11,N,,Prosocial,Partner absent,NA,R,1
1,780,05-11-2016,10,12,N,,Altruistic,Partner absent,NA,R,1
1,780,05-11-2016,10,13,N,,Prosocial,Partner absent,NA,L,0
1,780,05-11-2016,10,14,N,,Prosocial,Partner absent,NA,L,0
1,780,05-11-2016,10,15,N,,Altruistic,Partner absent,NA,,NA
1,780,05-11-2016,10,16,N,,Altruistic,Partner absent,NA,,NA
1,780,05-13-2016,11,1,L,795,Pre-test,Partner present,NA,,NA
1,780,05-13-2016,11,2,L,795,Pre-test,Partner present,NA,R,1
1,780,05-13-2016,11,3,L,795,Pre-test,Partner present,NA,L,1
1,780,05-13-2016,11,4,L,795,Pre-test,Partner present,NA,L,1
1,780,05-13-2016,11,5,L,795,Side bias,Partner present,NA,L,0
1,780,05-13-2016,11,6,L,795,Side bias,Partner present,NA,R,1
1,780,05-13-2016,11,7,L,795,Side bias,Partner present,NA,R,1
1,780,05-13-2016,11,8,L,795,Side bias,Partner present,NA,R,1
1,780,05-13-2016,11,9,L,795,Prosocial,Partner present,NA,R,0
1,780,05-13-2016,11,10,L,795,Altruistic,Partner present,NA,L,1
1,780,05-13-2016,11,11,L,795,Prosocial,Partner present,NA,R,0
1,780,05-13-2016,11,12,L,795,Altruistic,Partner present,NA,R,0
1,780,05-13-2016,11,13,L,795,Prosocial,Partner present,NA,R,1
1,780,05-13-2016,11,14,L,795,Prosocial,Partner present,NA,R,0
1,780,05-13-2016,11,15,L,795,Altruistic,Partner present,NA,R,0
1,780,05-13-2016,11,16,L,795,Altruistic,Partner present,NA,R,0
1,780,05-15-2016,12,1,N,,Pre-test,Partner absent,NA,,NA
1,780,05-15-2016,12,2,N,,Pre-test,Partner absent,NA,L,1
1,780,05-15-2016,12,3,N,,Pre-test,Partner absent,NA,R,1
1,780,05-15-2016,12,4,N,,Pre-test,Partner absent,NA,R,1
1,780,05-15-2016,12,5,N,,Side bias,Partner absent,NA,R,1
1,780,05-15-2016,12,6,N,,Side bias,Partner absent,NA,L,0
1,780,05-15-2016,12,7,N,,Side bias,Partner absent,NA,L,0
1,780,05-15-2016,12,8,N,,Side bias,Partner absent,NA,L,0
1,780,05-15-2016,12,9,N,,Prosocial,Partner absent,NA,L,0
1,780,05-15-2016,12,10,N,,Altruistic,Partner absent,NA,R,1
1,780,05-15-2016,12,11,N,,Prosocial,Partner absent,NA,L,0
1,780,05-15-2016,12,12,N,,Altruistic,Partner absent,NA,L,0
1,780,05-15-2016,12,13,N,,Prosocial,Partner absent,NA,L,0
1,780,05-15-2016,12,14,N,,Prosocial,Partner absent,NA,L,0
1,780,05-15-2016,12,15,N,,Altruistic,Partner absent,NA,L,0
1,780,05-15-2016,12,16,N,,Altruistic,Partner absent,NA,L,0
1,780,05-17-2016,13,1,L,410,Pre-test,Partner present,NA,R,1
1,780,05-17-2016,13,2,L,410,Pre-test,Partner present,NA,L,1
1,780,05-17-2016,13,3,L,410,Pre-test,Partner present,NA,L,1
1,780,05-17-2016,13,4,L,410,Pre-test,Partner present,NA,R,1
1,780,05-17-2016,13,5,L,410,Side bias,Partner present,NA,R,1
1,780,05-17-2016,13,6,L,410,Side bias,Partner present,NA,R,1
1,780,05-17-2016,13,7,L,410,Side bias,Partner present,NA,R,1
1,780,05-17-2016,13,8,L,410,Side bias,Partner present,NA,L,0
1,780,05-17-2016,13,9,L,410,Prosocial,Partner present,NA,R,0
1,780,05-17-2016,13,10,L,410,Altruistic,Partner present,NA,R,0
1,780,05-17-2016,13,11,L,410,Altruistic,Partner present,NA,R,0
1,780,05-17-2016,13,12,L,410,Prosocial,Partner present,NA,L,1
1,780,05-17-2016,13,13,L,410,Altruistic,Partner present,NA,L,1
1,780,05-17-2016,13,14,L,410,Prosocial,Partner present,NA,L,1
1,780,05-17-2016,13,15,L,410,Altruistic,Partner present,NA,L,1
1,780,05-17-2016,13,16,L,410,Prosocial,Partner present,NA,L,1
1,780,5-19-2016,14,1,N,,Pre-test,Partner absent,NA,L,1
1,780,5-19-2016,14,2,N,,Pre-test,Partner absent,NA,R,1
1,780,5-19-2016,14,3,N,,Pre-test,Partner absent,NA,L,0
1,780,5-19-2016,14,4,N,,Pre-test,Partner absent,NA,L,1
1,780,5-19-2016,14,5,N,,Side bias,Partner absent,NA,L,0
1,780,5-19-2016,14,6,N,,Side bias,Partner absent,NA,L,0
1,780,5-19-2016,14,7,N,,Side bias,Partner absent,NA,L,0
1,780,5-19-2016,14,8,N,,Side bias,Partner absent,NA,L,0
1,780,5-19-2016,14,9,N,,Prosocial,Partner absent,NA,L,1
1,780,5-19-2016,14,10,N,,Altruistic,Partner absent,NA,,NA
1,780,5-19-2016,14,11,N,,Prosocial,Partner absent,NA,L,1
1,780,5-19-2016,14,12,N,,Altruistic,Partner absent,NA,R,1
1,780,5-19-2016,14,13,N,,Prosocial,Partner absent,NA,L,1
1,780,5-19-2016,14,14,N,,Prosocial,Partner absent,NA,L,1
1,780,5-19-2016,14,15,N,,Altruistic,Partner absent,NA,R,1
1,780,5-19-2016,14,16,N,,Altruistic,Partner absent,NA,R,1
1,780,5-20-2016,15,1,R,779,Pre-test,Partner present,NA,L,1
1,780,5-20-2016,15,2,R,779,Pre-test,Partner present,NA,R,1
1,780,5-20-2016,15,3,R,779,Pre-test,Partner present,NA,L,1
1,780,5-20-2016,15,4,R,779,Pre-test,Partner present,NA,R,1
1,780,5-20-2016,15,5,R,779,Side bias,Partner present,NA,L,0
1,780,5-20-2016,15,6,R,779,Side bias,Partner present,NA,L,0
1,780,5-20-2016,15,7,R,779,Side bias,Partner present,NA,L,1
1,780,5-20-2016,15,8,R,779,Side bias,Partner present,NA,L,0
1,780,5-20-2016,15,9,R,779,Prosocial,Partner present,NA,L,0
1,780,5-20-2016,15,10,R,779,Altruistic,Partner present,NA,,NA
1,780,5-20-2016,15,11,R,779,Altruistic,Partner present,NA,,NA
1,780,5-20-2016,15,12,R,779,Prosocial,Partner present,NA,L,0
1,780,5-20-2016,15,13,R,779,Altruistic,Partner present,NA,R,1
1,780,5-20-2016,15,14,R,779,Prosocial,Partner present,NA,L,0
1,780,5-20-2016,15,15,R,779,Altruistic,Partner present,NA,L,0
1,780,5-20-2016,15,16,R,779,Prosocial,Partner present,NA,L,0
1,780,05-23-2016,16,1,N,,Pre-test,Partner absent,NA,R,1
1,780,05-23-2016,16,2,N,,Pre-test,Partner absent,NA,L,1
1,780,05-23-2016,16,3,N,,Pre-test,Partner absent,NA,R,1
1,780,05-23-2016,16,4,N,,Pre-test,Partner absent,NA,L,1
1,780,05-23-2016,16,5,N,,Side bias,Partner absent,NA,L,0
1,780,05-23-2016,16,6,N,,Side bias,Partner absent,NA,L,0
1,780,05-23-2016,16,7,N,,Side bias,Partner absent,NA,L,0
1,780,05-23-2016,16,8,N,,Side bias,Partner absent,NA,L,0
1,780,05-23-2016,16,9,N,,Prosocial,Partner absent,NA,L,0
1,780,05-23-2016,16,10,N,,Altruistic,Partner absent,NA,,NA
1,780,05-23-2016,16,11,N,,Prosocial,Partner absent,NA,L,0
1,780,05-23-2016,16,12,N,,Altruistic,Partner absent,NA,L,0
1,780,05-23-2016,16,13,N,,Prosocial,Partner absent,NA,L,0
1,780,05-23-2016,16,14,N,,Prosocial,Partner absent,NA,L,0
1,780,05-23-2016,16,15,N,,Altruistic,Partner absent,NA,L,0
1,780,05-23-2016,16,16,N,,Altruistic,Partner absent,NA,L,0
1,780,05-24-2016,17,1,L,795,Pre-test,Partner present,NA,R,1
1,780,05-24-2016,17,2,L,795,Pre-test,Partner present,NA,R,1
1,780,05-24-2016,17,3,L,795,Pre-test,Partner present,NA,L,1
1,780,05-24-2016,17,4,L,795,Pre-test,Partner present,NA,L,1
1,780,05-24-2016,17,5,L,795,Side bias,Partner present,NA,R,1
1,780,05-24-2016,17,6,L,795,Side bias,Partner present,NA,L,0
1,780,05-24-2016,17,7,L,795,Side bias,Partner present,NA,L,0
1,780,05-24-2016,17,8,L,795,Side bias,Partner present,NA,L,0
1,780,05-24-2016,17,9,L,795,Prosocial,Partner present,NA,R,0
1,780,05-24-2016,17,10,L,795,Altruistic,Partner present,NA,R,0
1,780,05-24-2016,17,11,L,795,Prosocial,Partner present,NA,L,1
1,780,05-24-2016,17,12,L,795,Altruistic,Partner present,NA,L,1
1,780,05-24-2016,17,13,L,795,Prosocial,Partner present,NA,L,1
1,780,05-24-2016,17,14,L,795,Prosocial,Partner present,NA,R,0
1,780,05-24-2016,17,15,L,795,Altruistic,Partner present,NA,R,0
1,780,05-24-2016,17,16,L,795,Altruistic,Partner present,NA,R,0
1,780,05-25-2016,18,1,N,,Pre-test,Partner absent,NA,L,1
1,780,05-25-2016,18,2,N,,Pre-test,Partner absent,NA,L,1
1,780,05-25-2016,18,3,N,,Pre-test,Partner absent,NA,R,1
1,780,05-25-2016,18,4,N,,Pre-test,Partner absent,NA,R,1
1,780,05-25-2016,18,5,N,,Side bias,Partner absent,NA,L,0
1,780,05-25-2016,18,6,N,,Side bias,Partner absent,NA,R,1
1,780,05-25-2016,18,7,N,,Side bias,Partner absent,NA,L,0
1,780,05-25-2016,18,8,N,,Side bias,Partner absent,NA,R,1
1,780,05-25-2016,18,9,N,,Prosocial,Partner absent,NA,R,1
1,780,05-25-2016,18,10,N,,Altruistic,Partner absent,NA,,NA
1,780,05-25-2016,18,11,N,,Prosocial,Partner absent,NA,R,1
1,780,05-25-2016,18,12,N,,Altruistic,Partner absent,NA,R,1
1,780,05-25-2016,18,13,N,,Prosocial,Partner absent,NA,L,0
1,780,05-25-2016,18,14,N,,Prosocial,Partner absent,NA,R,1
1,780,05-25-2016,18,15,N,,Altruistic,Partner absent,NA,R,1
1,780,05-25-2016,18,16,N,,Altruistic,Partner absent,NA,R,1
1,780,02-26-2016,19,1,R,410,Pre-test,Partner present,NA,R,1
1,780,02-26-2016,19,2,R,410,Pre-test,Partner present,NA,L,1
1,780,02-26-2016,19,3,R,410,Pre-test,Partner present,NA,L,1
1,780,02-26-2016,19,4,R,410,Pre-test,Partner present,NA,R,1
1,780,02-26-2016,19,5,R,410,Side bias,Partner present,NA,R,1
1,780,02-26-2016,19,6,R,410,Side bias,Partner present,NA,L,0
1,780,02-26-2016,19,7,R,410,Side bias,Partner present,NA,L,0
1,780,02-26-2016,19,8,R,410,Side bias,Partner present,NA,L,0
1,780,02-26-2016,19,9,R,410,Prosocial,Partner present,NA,L,0
1,780,02-26-2016,19,10,R,410,Altruistic,Partner present,NA,L,0
1,780,02-26-2016,19,11,R,410,Altruistic,Partner present,NA,R,1
1,780,02-26-2016,19,12,R,410,Prosocial,Partner present,NA,L,0
1,780,02-26-2016,19,13,R,410,Altruistic,Partner present,NA,R,1
1,780,02-26-2016,19,14,R,410,Prosocial,Partner present,NA,L,0
1,780,02-26-2016,19,15,R,410,Altruistic,Partner present,NA,R,1
1,780,02-26-2016,19,16,R,410,Prosocial,Partner present,NA,L,0
1,780,05-26-2016,20,1,N,,Pre-test,Partner absent,NA,L,1
1,780,05-26-2016,20,2,N,,Pre-test,Partner absent,NA,R,1
1,780,05-26-2016,20,3,N,,Pre-test,Partner absent,NA,L,1
1,780,05-26-2016,20,4,N,,Pre-test,Partner absent,NA,R,1
1,780,05-26-2016,20,5,N,,Side bias,Partner absent,NA,L,0
1,780,05-26-2016,20,6,N,,Side bias,Partner absent,NA,L,0
1,780,05-26-2016,20,7,N,,Side bias,Partner absent,NA,L,0
1,780,05-26-2016,20,8,N,,Side bias,Partner absent,NA,L,0
1,780,05-26-2016,20,9,N,,Prosocial,Partner absent,NA,L,1
1,780,05-26-2016,20,10,N,,Altruistic,Partner absent,NA,,NA
1,780,05-26-2016,20,11,N,,Prosocial,Partner absent,NA,L,1
1,780,05-26-2016,20,12,N,,Altruistic,Partner absent,NA,,NA
1,780,05-26-2016,20,13,N,,Prosocial,Partner absent,NA,L,1
1,780,05-26-2016,20,14,N,,Prosocial,Partner absent,NA,R,1
1,780,05-26-2016,20,15,N,,Altruistic,Partner absent,NA,R,1
1,780,05-26-2016,20,16,N,,Altruistic,Partner absent,NA,R,1
1,780,05-30-2016,21,1,R,779,Pre-test,Partner present,NA,R,1
1,780,05-30-2016,21,2,R,779,Pre-test,Partner present,NA,R,1
1,780,05-30-2016,21,3,R,779,Pre-test,Partner present,NA,R,0
1,780,05-30-2016,21,4,R,779,Pre-test,Partner present,NA,L,1
1,780,05-30-2016,21,5,R,779,Side bias,Partner present,NA,L,0
1,780,05-30-2016,21,6,R,779,Side bias,Partner present,NA,L,0
1,780,05-30-2016,21,7,R,779,Side bias,Partner present,NA,R,1
1,780,05-30-2016,21,8,R,779,Side bias,Partner present,NA,L,0
1,780,05-30-2016,21,9,R,779,Prosocial,Partner present,NA,L,0
1,780,05-30-2016,21,10,R,779,Altruistic,Partner present,NA,R,1
1,780,05-30-2016,21,11,R,779,Altruistic,Partner present,NA,L,0
1,780,05-30-2016,21,12,R,779,Prosocial,Partner present,NA,L,0
1,780,05-30-2016,21,13,R,779,Altruistic,Partner present,NA,R,1
1,780,05-30-2016,21,14,R,779,Prosocial,Partner present,NA,L,0
1,780,05-30-2016,21,15,R,779,Altruistic,Partner present,NA,L,0
1,780,05-30-2016,21,16,R,779,Prosocial,Partner present,NA,R,1
1,780,05-31-2016,22,1,N,,Pre-test,Partner absent,NA,L,1
1,780,05-31-2016,22,2,N,,Pre-test,Partner absent,NA,R,1
1,780,05-31-2016,22,3,N,,Pre-test,Partner absent,NA,R,1
1,780,05-31-2016,22,4,N,,Pre-test,Partner absent,NA,L,1
1,780,05-31-2016,22,5,N,,Side bias,Partner absent,NA,L,0
1,780,05-31-2016,22,6,N,,Side bias,Partner absent,NA,L,0
1,780,05-31-2016,22,7,N,,Side bias,Partner absent,NA,L,0
1,780,05-31-2016,22,8,N,,Side bias,Partner absent,NA,L,0
1,780,05-31-2016,22,9,N,,Prosocial,Partner absent,NA,L,0
1,780,05-31-2016,22,10,N,,Altruistic,Partner absent,NA,L,0
1,780,05-31-2016,22,11,N,,Prosocial,Partner absent,NA,L,0
1,780,05-31-2016,22,12,N,,Altruistic,Partner absent,NA,,NA
1,780,05-31-2016,22,13,N,,Prosocial,Partner absent,NA,L,0
1,780,05-31-2016,22,14,N,,Prosocial,Partner absent,NA,L,0
1,780,05-31-2016,22,15,N,,Altruistic,Partner absent,NA,R,1
1,780,05-31-2016,22,16,N,,Altruistic,Partner absent,NA,L,0
1,780,06-01-2016,23,1,L,795,Pre-test,Partner present,NA,L,1
1,780,06-01-2016,23,2,L,795,Pre-test,Partner present,NA,L,1
1,780,06-01-2016,23,3,L,795,Pre-test,Partner present,NA,R,1
1,780,06-01-2016,23,4,L,795,Pre-test,Partner present,NA,R,1
1,780,06-01-2016,23,5,L,795,Side bias,Partner present,NA,R,1
1,780,06-01-2016,23,6,L,795,Side bias,Partner present,NA,L,0
1,780,06-01-2016,23,7,L,795,Side bias,Partner present,NA,R,1
1,780,06-01-2016,23,8,L,795,Side bias,Partner present,NA,R,1
1,780,06-01-2016,23,9,L,795,Prosocial,Partner present,NA,L,1
1,780,06-01-2016,23,10,L,795,Altruistic,Partner present,NA,L,1
1,780,06-01-2016,23,11,L,795,Prosocial,Partner present,NA,R,0
1,780,06-01-2016,23,12,L,795,Altruistic,Partner present,NA,R,0
1,780,06-01-2016,23,13,L,795,Prosocial,Partner present,NA,L,1
1,780,06-01-2016,23,14,L,795,Prosocial,Partner present,NA,L,1
1,780,06-01-2016,23,15,L,795,Altruistic,Partner present,NA,L,1
1,780,06-01-2016,23,16,L,795,Altruistic,Partner present,NA,L,1
1,780,06-02-2016,24,1,N,,Pre-test,Partner absent,NA,R,1
1,780,06-02-2016,24,2,N,,Pre-test,Partner absent,NA,L,1
1,780,06-02-2016,24,3,N,,Pre-test,Partner absent,NA,,NA
1,780,06-02-2016,24,4,N,,Pre-test,Partner absent,NA,L,0
1,780,06-02-2016,25,1,N,,Pre-test,Partner absent,NA,R,1
1,780,06-02-2016,25,2,N,,Pre-test,Partner absent,NA,L,1
1,780,06-02-2016,25,3,N,,Pre-test,Partner absent,NA,L,1
1,780,06-02-2016,25,4,N,,Pre-test,Partner absent,NA,R,1
1,780,06-02-2016,25,5,N,,Side bias,Partner absent,NA,R,1
1,780,06-02-2016,25,6,N,,Side bias,Partner absent,NA,L,0
1,780,06-02-2016,25,7,N,,Side bias,Partner absent,NA,L,0
1,780,06-02-2016,25,8,N,,Side bias,Partner absent,NA,L,0
1,780,06-02-2016,25,9,N,,Prosocial,Partner absent,NA,L,1
1,780,06-02-2016,25,10,N,,Altruistic,Partner absent,NA,,NA
1,780,06-02-2016,25,11,N,,Prosocial,Partner absent,NA,L,1
1,780,06-02-2016,25,12,N,,Altruistic,Partner absent,NA,,NA
1,780,06-02-2016,25,13,N,,Prosocial,Partner absent,NA,L,1
1,780,06-02-2016,25,14,N,,Prosocial,Partner absent,NA,L,1
1,780,06-02-2016,25,15,N,,Altruistic,Partner absent,NA,,NA
1,780,06-02-2016,25,16,N,,Altruistic,Partner absent,NA,,NA
